dsim_gene_id	dsim_symbol	dsim_symbol_clean	dmel_gene_id	dmel_symbol	match_status
FBgn0191536	Dsim\GD20055	GD20055			unmatched
FBgn0191537	Dsim\GD20056	GD20056			unmatched
FBgn0191538	Dsim\GD20057	GD20057			unmatched
FBgn0191539	Dsim\GD20058	GD20058			unmatched
FBgn0191540	Dsim\GD20059	GD20059			unmatched
FBgn0191541	Dsim\GD20060	GD20060			unmatched
FBgn0191543	Dsim\GD20062	GD20062			unmatched
FBgn0191544	Dsim\MtnB	MtnB	FBgn0002869	MtnB	matched
FBgn0191545	Dsim\GD20064	GD20064			unmatched
FBgn0191549	Dsim\GD20068	GD20068			unmatched
FBgn0191552	Dsim\GD20071	GD20071			unmatched
FBgn0191553	Dsim\GD20072	GD20072			unmatched
FBgn0191554	Dsim\GD20073	GD20073			unmatched
FBgn0191555	Dsim\GD20074	GD20074			unmatched
FBgn0191558	Dsim\GD20077	GD20077			unmatched
FBgn0191559	Dsim\GD20078	GD20078			unmatched
FBgn0191560	Dsim\GD20079	GD20079			unmatched
FBgn0191562	Dsim\GD20081	GD20081			unmatched
FBgn0191563	Dsim\GD20082	GD20082			unmatched
FBgn0191564	Dsim\GD20083	GD20083			unmatched
FBgn0191565	Dsim\GD20084	GD20084			unmatched
FBgn0191566	Dsim\GD20085	GD20085			unmatched
FBgn0191567	Dsim\GD20086	GD20086			unmatched
FBgn0191568	Dsim\GD20087	GD20087			unmatched
FBgn0191569	Dsim\GD20089	GD20089			unmatched
FBgn0191570	Dsim\GD20090	GD20090			unmatched
FBgn0191571	Dsim\GD20091	GD20091			unmatched
FBgn0191572	Dsim\GD20092	GD20092			unmatched
FBgn0191573	Dsim\GD20093	GD20093			unmatched
FBgn0191574	Dsim\GD20094	GD20094			unmatched
FBgn0191575	Dsim\GD20095	GD20095			unmatched
FBgn0191576	Dsim\GD20096	GD20096			unmatched
FBgn0191577	Dsim\GD20097	GD20097			unmatched
FBgn0191578	Dsim\GD20098	GD20098			unmatched
FBgn0191579	Dsim\GD20099	GD20099			unmatched
FBgn0191580	Dsim\GD20100	GD20100			unmatched
FBgn0191581	Dsim\GD20101	GD20101			unmatched
FBgn0191582	Dsim\GD20102	GD20102			unmatched
FBgn0191583	Dsim\GD20103	GD20103			unmatched
FBgn0191584	Dsim\GD20104	GD20104			unmatched
FBgn0191586	Dsim\GD20106	GD20106			unmatched
FBgn0191587	Dsim\GD20107	GD20107			unmatched
FBgn0191588	Dsim\GD20108	GD20108			unmatched
FBgn0191589	Dsim\GD20109	GD20109			unmatched
FBgn0191590	Dsim\GD20110	GD20110			unmatched
FBgn0191591	Dsim\GD20111	GD20111			unmatched
FBgn0191592	Dsim\GD20112	GD20112			unmatched
FBgn0191593	Dsim\GD20113	GD20113			unmatched
FBgn0191594	Dsim\GD20114	GD20114			unmatched
FBgn0191596	Dsim\GD20116	GD20116			unmatched
FBgn0191597	Dsim\GD20117	GD20117			unmatched
FBgn0191598	Dsim\GD20118	GD20118			unmatched
FBgn0191601	Dsim\GD20122	GD20122			unmatched
FBgn0191602	Dsim\GD20123	GD20123			unmatched
FBgn0191603	Dsim\GD20124	GD20124			unmatched
FBgn0191604	Dsim\GD20125	GD20125			unmatched
FBgn0191606	Dsim\GD20127	GD20127			unmatched
FBgn0191607	Dsim\GD20128	GD20128			unmatched
FBgn0191608	Dsim\GD20129	GD20129			unmatched
FBgn0191609	Dsim\GD20130	GD20130			unmatched
FBgn0191611	Dsim\GD20132	GD20132			unmatched
FBgn0191612	Dsim\GD20133	GD20133			unmatched
FBgn0191614	Dsim\GD20135	GD20135			unmatched
FBgn0191615	Dsim\GD20136	GD20136			unmatched
FBgn0191616	Dsim\GD20137	GD20137			unmatched
FBgn0191617	Dsim\GD20138	GD20138			unmatched
FBgn0191618	Dsim\GD20139	GD20139			unmatched
FBgn0191619	Dsim\GD20140	GD20140			unmatched
FBgn0191620	Dsim\GD20141	GD20141			unmatched
FBgn0191621	Dsim\GD20142	GD20142			unmatched
FBgn0191622	Dsim\GD20143	GD20143			unmatched
FBgn0191623	Dsim\GD20144	GD20144			unmatched
FBgn0191625	Dsim\GD20146	GD20146			unmatched
FBgn0191626	Dsim\GD20147	GD20147			unmatched
FBgn0191627	Dsim\GD20148	GD20148			unmatched
FBgn0191628	Dsim\GD20149	GD20149			unmatched
FBgn0191629	Dsim\GD20150	GD20150			unmatched
FBgn0191630	Dsim\GD20151	GD20151			unmatched
FBgn0191631	Dsim\GD20152	GD20152			unmatched
FBgn0191632	Dsim\GD20153	GD20153			unmatched
FBgn0191633	Dsim\GD20154	GD20154			unmatched
FBgn0191634	Dsim\GD20155	GD20155			unmatched
FBgn0191635	Dsim\GD20156	GD20156			unmatched
FBgn0191636	Dsim\GD20157	GD20157			unmatched
FBgn0191638	Dsim\GD20159	GD20159			unmatched
FBgn0191639	Dsim\GD20160	GD20160			unmatched
FBgn0191641	Dsim\GD20162	GD20162			unmatched
FBgn0191642	Dsim\GD20163	GD20163			unmatched
FBgn0191646	Dsim\GD20168	GD20168			unmatched
FBgn0191647	Dsim\GD20169	GD20169			unmatched
FBgn0191648	Dsim\GD20170	GD20170			unmatched
FBgn0191649	Dsim\GD20171	GD20171			unmatched
FBgn0191651	Dsim\GD20173	GD20173			unmatched
FBgn0191652	Dsim\GD20174	GD20174			unmatched
FBgn0191653	Dsim\GD20175	GD20175			unmatched
FBgn0191656	Dsim\GD20178	GD20178			unmatched
FBgn0191657	Dsim\GD20179	GD20179			unmatched
FBgn0191658	Dsim\GD20180	GD20180			unmatched
FBgn0191659	Dsim\GD20181	GD20181			unmatched
FBgn0191660	Dsim\GD20182	GD20182			unmatched
FBgn0191661	Dsim\GD20183	GD20183			unmatched
FBgn0191662	Dsim\GD20184	GD20184			unmatched
FBgn0191663	Dsim\GD20185	GD20185			unmatched
FBgn0191665	Dsim\GD20187	GD20187			unmatched
FBgn0191666	Dsim\GD20188	GD20188			unmatched
FBgn0191667	Dsim\GD20189	GD20189			unmatched
FBgn0191668	Dsim\GD20190	GD20190			unmatched
FBgn0191669	Dsim\GD20191	GD20191			unmatched
FBgn0191670	Dsim\GD20192	GD20192			unmatched
FBgn0191671	Dsim\GD20193	GD20193			unmatched
FBgn0191672	Dsim\GD20194	GD20194			unmatched
FBgn0191674	Dsim\GD20196	GD20196			unmatched
FBgn0191675	Dsim\GD20197	GD20197			unmatched
FBgn0191676	Dsim\GD20198	GD20198			unmatched
FBgn0191677	Dsim\GD20199	GD20199			unmatched
FBgn0191678	Dsim\GD20200	GD20200			unmatched
FBgn0191679	Dsim\GD20201	GD20201			unmatched
FBgn0191680	Dsim\GD20202	GD20202			unmatched
FBgn0191681	Dsim\GD20203	GD20203			unmatched
FBgn0191682	Dsim\GD20204	GD20204			unmatched
FBgn0191683	Dsim\GD20205	GD20205			unmatched
FBgn0191684	Dsim\GD20206	GD20206			unmatched
FBgn0191685	Dsim\GD20207	GD20207			unmatched
FBgn0191686	Dsim\GD20208	GD20208			unmatched
FBgn0191687	Dsim\GD20209	GD20209			unmatched
FBgn0191688	Dsim\GD20210	GD20210			unmatched
FBgn0191689	Dsim\GD20211	GD20211			unmatched
FBgn0191690	Dsim\GD20212	GD20212			unmatched
FBgn0191693	Dsim\GD20215	GD20215			unmatched
FBgn0191694	Dsim\GD20216	GD20216			unmatched
FBgn0191695	Dsim\GD20217	GD20217			unmatched
FBgn0191696	Dsim\GD20218	GD20218			unmatched
FBgn0191697	Dsim\GD20219	GD20219			unmatched
FBgn0191698	Dsim\GD20220	GD20220			unmatched
FBgn0191699	Dsim\GD20221	GD20221			unmatched
FBgn0191700	Dsim\GD20222	GD20222			unmatched
FBgn0191703	Dsim\GD20225	GD20225			unmatched
FBgn0191704	Dsim\GD20226	GD20226			unmatched
FBgn0191705	Dsim\GD20227	GD20227			unmatched
FBgn0191706	Dsim\GD20228	GD20228			unmatched
FBgn0191707	Dsim\GD20229	GD20229			unmatched
FBgn0191708	Dsim\GD20230	GD20230			unmatched
FBgn0191709	Dsim\GD20232	GD20232			unmatched
FBgn0191710	Dsim\GD20233	GD20233			unmatched
FBgn0191711	Dsim\GD20234	GD20234			unmatched
FBgn0191712	Dsim\GD20235	GD20235			unmatched
FBgn0191713	Dsim\GD20236	GD20236			unmatched
FBgn0191714	Dsim\GD20237	GD20237			unmatched
FBgn0191715	Dsim\GD20238	GD20238			unmatched
FBgn0191716	Dsim\GD20239	GD20239			unmatched
FBgn0191718	Dsim\GD20241	GD20241			unmatched
FBgn0191720	Dsim\GD20243	GD20243			unmatched
FBgn0191722	Dsim\GD20245	GD20245			unmatched
FBgn0191723	Dsim\GD20246	GD20246			unmatched
FBgn0191724	Dsim\GD20247	GD20247			unmatched
FBgn0191725	Dsim\GD20248	GD20248			unmatched
FBgn0191726	Dsim\GD20249	GD20249			unmatched
FBgn0191727	Dsim\GD20250	GD20250			unmatched
FBgn0191728	Dsim\GD20251	GD20251			unmatched
FBgn0191729	Dsim\GD20252	GD20252			unmatched
FBgn0191731	Dsim\GD20254	GD20254			unmatched
FBgn0191733	Dsim\GD20256	GD20256			unmatched
FBgn0191734	Dsim\GD20257	GD20257			unmatched
FBgn0191735	Dsim\GD20258	GD20258			unmatched
FBgn0191736	Dsim\GD20259	GD20259			unmatched
FBgn0191737	Dsim\GD20260	GD20260			unmatched
FBgn0191738	Dsim\GD20261	GD20261			unmatched
FBgn0191739	Dsim\GD20262	GD20262			unmatched
FBgn0191740	Dsim\GD20263	GD20263			unmatched
FBgn0191741	Dsim\GD20264	GD20264			unmatched
FBgn0191744	Dsim\GD20268	GD20268			unmatched
FBgn0191745	Dsim\GD20269	GD20269			unmatched
FBgn0191746	Dsim\GD20271	GD20271			unmatched
FBgn0191747	Dsim\GD20272	GD20272			unmatched
FBgn0191748	Dsim\GD20273	GD20273			unmatched
FBgn0191749	Dsim\GD20274	GD20274			unmatched
FBgn0191750	Dsim\GD20275	GD20275			unmatched
FBgn0191751	Dsim\GD20276	GD20276			unmatched
FBgn0191752	Dsim\GD20277	GD20277			unmatched
FBgn0191753	Dsim\GD20278	GD20278			unmatched
FBgn0191755	Dsim\GD20280	GD20280			unmatched
FBgn0191756	Dsim\GD20281	GD20281			unmatched
FBgn0191757	Dsim\GD20282	GD20282			unmatched
FBgn0191758	Dsim\GD20283	GD20283			unmatched
FBgn0191759	Dsim\GD20284	GD20284			unmatched
FBgn0191760	Dsim\GD20285	GD20285			unmatched
FBgn0191762	Dsim\GD20287	GD20287			unmatched
FBgn0191763	Dsim\GD20288	GD20288			unmatched
FBgn0191764	Dsim\GD20289	GD20289			unmatched
FBgn0191765	Dsim\GD20290	GD20290			unmatched
FBgn0191767	Dsim\GD20292	GD20292			unmatched
FBgn0191768	Dsim\GD20293	GD20293			unmatched
FBgn0191769	Dsim\GD20294	GD20294			unmatched
FBgn0191770	Dsim\GD20295	GD20295			unmatched
FBgn0191771	Dsim\GD20296	GD20296			unmatched
FBgn0191772	Dsim\GD20297	GD20297			unmatched
FBgn0191773	Dsim\GD20298	GD20298			unmatched
FBgn0191774	Dsim\GD20299	GD20299			unmatched
FBgn0191776	Dsim\GD20301	GD20301			unmatched
FBgn0191777	Dsim\GD20302	GD20302			unmatched
FBgn0191778	Dsim\GD20303	GD20303			unmatched
FBgn0191779	Dsim\GD20304	GD20304			unmatched
FBgn0191780	Dsim\GD20305	GD20305			unmatched
FBgn0191781	Dsim\GD20306	GD20306			unmatched
FBgn0191782	Dsim\GD20307	GD20307			unmatched
FBgn0191783	Dsim\GD20308	GD20308			unmatched
FBgn0191784	Dsim\GD20309	GD20309			unmatched
FBgn0191785	Dsim\GD20311	GD20311			unmatched
FBgn0191787	Dsim\GD20313	GD20313			unmatched
FBgn0191788	Dsim\GD20314	GD20314			unmatched
FBgn0191789	Dsim\GD20315	GD20315			unmatched
FBgn0191790	Dsim\GD20316	GD20316			unmatched
FBgn0191791	Dsim\GD20317	GD20317			unmatched
FBgn0191792	Dsim\GD20318	GD20318			unmatched
FBgn0191794	Dsim\GD20320	GD20320			unmatched
FBgn0191795	Dsim\GD20321	GD20321			unmatched
FBgn0191796	Dsim\GD20322	GD20322			unmatched
FBgn0191798	Dsim\GD20324	GD20324			unmatched
FBgn0191799	Dsim\GD20325	GD20325			unmatched
FBgn0191800	Dsim\GD20326	GD20326			unmatched
FBgn0191801	Dsim\GD20327	GD20327			unmatched
FBgn0191803	Dsim\GD20329	GD20329			unmatched
FBgn0191805	Dsim\GD20331	GD20331			unmatched
FBgn0191807	Dsim\GD20333	GD20333			unmatched
FBgn0191809	Dsim\GD20335	GD20335			unmatched
FBgn0191810	Dsim\GD20336	GD20336			unmatched
FBgn0191811	Dsim\GD20337	GD20337			unmatched
FBgn0191812	Dsim\GD20338	GD20338			unmatched
FBgn0191813	Dsim\GD20339	GD20339			unmatched
FBgn0191816	Dsim\GD20342	GD20342			unmatched
FBgn0191817	Dsim\GD20343	GD20343			unmatched
FBgn0191819	Dsim\GD20345	GD20345			unmatched
FBgn0191822	Dsim\GD20348	GD20348			unmatched
FBgn0191823	Dsim\GD20349	GD20349			unmatched
FBgn0191824	Dsim\GD20350	GD20350			unmatched
FBgn0191825	Dsim\GD20351	GD20351			unmatched
FBgn0191828	Dsim\GD20354	GD20354			unmatched
FBgn0191829	Dsim\GD20355	GD20355			unmatched
FBgn0191830	Dsim\GD20356	GD20356			unmatched
FBgn0191831	Dsim\GD20357	GD20357			unmatched
FBgn0191832	Dsim\GD20358	GD20358			unmatched
FBgn0191833	Dsim\GD20359	GD20359			unmatched
FBgn0191834	Dsim\GD20360	GD20360			unmatched
FBgn0191835	Dsim\GD20361	GD20361			unmatched
FBgn0191836	Dsim\GD20362	GD20362			unmatched
FBgn0191837	Dsim\GD20363	GD20363			unmatched
FBgn0191838	Dsim\GD20364	GD20364			unmatched
FBgn0191839	Dsim\GD20365	GD20365			unmatched
FBgn0191840	Dsim\GD20367	GD20367			unmatched
FBgn0191841	Dsim\GD20368	GD20368			unmatched
FBgn0191842	Dsim\GD20369	GD20369			unmatched
FBgn0191843	Dsim\GD20370	GD20370			unmatched
FBgn0191844	Dsim\GD20371	GD20371			unmatched
FBgn0191845	Dsim\GD20372	GD20372			unmatched
FBgn0191846	Dsim\GD20373	GD20373			unmatched
FBgn0191847	Dsim\GD20374	GD20374			unmatched
FBgn0191848	Dsim\GD20375	GD20375			unmatched
FBgn0191849	Dsim\GD20376	GD20376			unmatched
FBgn0191850	Dsim\GD20377	GD20377			unmatched
FBgn0191851	Dsim\GD20378	GD20378			unmatched
FBgn0191852	Dsim\GD20379	GD20379			unmatched
FBgn0191853	Dsim\GD20380	GD20380			unmatched
FBgn0191854	Dsim\GD20381	GD20381			unmatched
FBgn0191855	Dsim\GD20382	GD20382			unmatched
FBgn0191857	Dsim\GD20384	GD20384			unmatched
FBgn0191858	Dsim\GD20385	GD20385			unmatched
FBgn0191859	Dsim\GD20386	GD20386			unmatched
FBgn0191861	Dsim\GD20388	GD20388			unmatched
FBgn0191863	Dsim\GD20390	GD20390			unmatched
FBgn0191864	Dsim\GD20391	GD20391			unmatched
FBgn0191865	Dsim\GD20392	GD20392			unmatched
FBgn0191866	Dsim\GD20393	GD20393			unmatched
FBgn0191867	Dsim\GD20394	GD20394			unmatched
FBgn0191868	Dsim\GD20395	GD20395			unmatched
FBgn0191869	Dsim\GD20396	GD20396			unmatched
FBgn0191871	Dsim\GD20399	GD20399			unmatched
FBgn0191873	Dsim\GD20401	GD20401			unmatched
FBgn0191874	Dsim\GD20402	GD20402			unmatched
FBgn0191876	Dsim\GD20404	GD20404			unmatched
FBgn0191877	Dsim\GD20405	GD20405			unmatched
FBgn0191878	Dsim\GD20406	GD20406			unmatched
FBgn0191879	Dsim\GD20407	GD20407			unmatched
FBgn0191880	Dsim\GD20408	GD20408			unmatched
FBgn0191881	Dsim\GD20409	GD20409			unmatched
FBgn0191882	Dsim\GD20410	GD20410			unmatched
FBgn0191883	Dsim\GD20411	GD20411			unmatched
FBgn0191884	Dsim\GD20412	GD20412			unmatched
FBgn0191885	Dsim\GD20413	GD20413			unmatched
FBgn0191886	Dsim\GD20414	GD20414			unmatched
FBgn0191887	Dsim\GD20415	GD20415			unmatched
FBgn0191888	Dsim\GD20416	GD20416			unmatched
FBgn0191889	Dsim\GD20417	GD20417			unmatched
FBgn0191895	Dsim\GD20423	GD20423			unmatched
FBgn0191896	Dsim\GD20424	GD20424			unmatched
FBgn0191898	Dsim\GD20426	GD20426			unmatched
FBgn0191899	Dsim\GD20427	GD20427			unmatched
FBgn0191900	Dsim\GD20428	GD20428			unmatched
FBgn0191901	Dsim\GD20429	GD20429			unmatched
FBgn0191905	Dsim\GD20433	GD20433			unmatched
FBgn0191906	Dsim\GD20434	GD20434			unmatched
FBgn0191907	Dsim\GD20435	GD20435			unmatched
FBgn0191908	Dsim\GD20436	GD20436			unmatched
FBgn0191909	Dsim\GD20437	GD20437			unmatched
FBgn0191910	Dsim\GD20438	GD20438			unmatched
FBgn0191911	Dsim\GD20439	GD20439			unmatched
FBgn0191912	Dsim\GD20441	GD20441			unmatched
FBgn0191913	Dsim\GD20442	GD20442			unmatched
FBgn0191914	Dsim\GD20443	GD20443			unmatched
FBgn0191915	Dsim\GD20444	GD20444			unmatched
FBgn0191916	Dsim\GD20445	GD20445			unmatched
FBgn0191917	Dsim\GD20446	GD20446			unmatched
FBgn0191918	Dsim\GD20447	GD20447			unmatched
FBgn0191920	Dsim\GD20449	GD20449			unmatched
FBgn0191921	Dsim\GD20450	GD20450			unmatched
FBgn0191923	Dsim\GD20452	GD20452			unmatched
FBgn0191925	Dsim\GD20454	GD20454			unmatched
FBgn0191926	Dsim\GD20455	GD20455			unmatched
FBgn0191927	Dsim\GD20456	GD20456			unmatched
FBgn0191928	Dsim\GD20457	GD20457			unmatched
FBgn0191929	Dsim\GD20458	GD20458			unmatched
FBgn0191930	Dsim\GD20459	GD20459			unmatched
FBgn0191931	Dsim\GD20460	GD20460			unmatched
FBgn0191932	Dsim\GD20461	GD20461			unmatched
FBgn0191933	Dsim\GD20462	GD20462			unmatched
FBgn0191935	Dsim\GD20464	GD20464			unmatched
FBgn0191936	Dsim\GD20465	GD20465			unmatched
FBgn0191937	Dsim\GD20466	GD20466			unmatched
FBgn0191938	Dsim\GD20467	GD20467			unmatched
FBgn0191939	Dsim\GD20468	GD20468			unmatched
FBgn0191941	Dsim\GD20470	GD20470			unmatched
FBgn0191942	Dsim\GD20471	GD20471			unmatched
FBgn0191943	Dsim\GD20472	GD20472			unmatched
FBgn0191944	Dsim\GD20473	GD20473			unmatched
FBgn0191945	Dsim\GD20474	GD20474			unmatched
FBgn0191946	Dsim\GD20475	GD20475			unmatched
FBgn0191947	Dsim\GD20476	GD20476			unmatched
FBgn0191948	Dsim\GD20477	GD20477			unmatched
FBgn0191949	Dsim\GD20478	GD20478			unmatched
FBgn0191950	Dsim\GD20479	GD20479			unmatched
FBgn0191952	Dsim\GD20481	GD20481			unmatched
FBgn0191953	Dsim\GD20482	GD20482			unmatched
FBgn0191954	Dsim\GD20483	GD20483			unmatched
FBgn0191955	Dsim\GD20484	GD20484			unmatched
FBgn0191956	Dsim\GD20485	GD20485			unmatched
FBgn0191957	Dsim\GD20486	GD20486			unmatched
FBgn0191959	Dsim\GD20488	GD20488			unmatched
FBgn0191960	Dsim\GD20489	GD20489			unmatched
FBgn0191961	Dsim\GD20490	GD20490			unmatched
FBgn0191962	Dsim\GD20491	GD20491			unmatched
FBgn0191963	Dsim\GD20492	GD20492			unmatched
FBgn0191964	Dsim\GD20493	GD20493			unmatched
FBgn0191967	Dsim\GD20496	GD20496			unmatched
FBgn0191968	Dsim\GD20497	GD20497			unmatched
FBgn0191969	Dsim\GD20498	GD20498			unmatched
FBgn0191970	Dsim\GD20499	GD20499			unmatched
FBgn0191971	Dsim\GD20500	GD20500			unmatched
FBgn0191972	Dsim\GD20501	GD20501			unmatched
FBgn0191973	Dsim\GD20502	GD20502			unmatched
FBgn0191974	Dsim\GD20503	GD20503			unmatched
FBgn0191975	Dsim\GD20504	GD20504			unmatched
FBgn0191976	Dsim\GD20505	GD20505			unmatched
FBgn0191977	Dsim\GD20506	GD20506			unmatched
FBgn0191978	Dsim\GD20507	GD20507			unmatched
FBgn0191979	Dsim\GD20508	GD20508			unmatched
FBgn0191980	Dsim\GD20509	GD20509			unmatched
FBgn0191981	Dsim\GD20510	GD20510			unmatched
FBgn0191982	Dsim\GD20511	GD20511			unmatched
FBgn0191984	Dsim\GD20513	GD20513			unmatched
FBgn0191985	Dsim\GD20514	GD20514			unmatched
FBgn0191987	Dsim\GD20517	GD20517			unmatched
FBgn0191988	Dsim\GD20518	GD20518			unmatched
FBgn0191989	Dsim\GD20519	GD20519			unmatched
FBgn0191991	Dsim\GD20521	GD20521			unmatched
FBgn0191992	Dsim\GD20522	GD20522			unmatched
FBgn0191993	Dsim\GD20523	GD20523			unmatched
FBgn0191995	Dsim\GD20525	GD20525			unmatched
FBgn0191996	Dsim\GD20526	GD20526			unmatched
FBgn0191997	Dsim\GD20527	GD20527			unmatched
FBgn0191998	Dsim\GD20528	GD20528			unmatched
FBgn0191999	Dsim\GD20529	GD20529			unmatched
FBgn0192000	Dsim\GD20530	GD20530			unmatched
FBgn0192001	Dsim\GD20531	GD20531			unmatched
FBgn0192002	Dsim\GD20532	GD20532			unmatched
FBgn0192003	Dsim\GD20533	GD20533			unmatched
FBgn0192004	Dsim\GD20534	GD20534			unmatched
FBgn0192007	Dsim\GD20537	GD20537			unmatched
FBgn0192008	Dsim\GD20538	GD20538			unmatched
FBgn0192009	Dsim\GD20539	GD20539			unmatched
FBgn0192012	Dsim\GD20542	GD20542			unmatched
FBgn0192013	Dsim\GD20543	GD20543			unmatched
FBgn0192015	Dsim\GD20546	GD20546			unmatched
FBgn0192016	Dsim\GD20547	GD20547			unmatched
FBgn0192017	Dsim\GD20548	GD20548			unmatched
FBgn0192018	Dsim\GD20549	GD20549			unmatched
FBgn0192019	Dsim\GD20550	GD20550			unmatched
FBgn0192020	Dsim\GD20551	GD20551			unmatched
FBgn0192021	Dsim\GD20552	GD20552			unmatched
FBgn0192023	Dsim\GD20554	GD20554			unmatched
FBgn0192024	Dsim\GD20555	GD20555			unmatched
FBgn0192026	Dsim\GD20557	GD20557			unmatched
FBgn0192027	Dsim\GD20558	GD20558			unmatched
FBgn0192029	Dsim\GD20561	GD20561			unmatched
FBgn0192030	Dsim\GD20562	GD20562			unmatched
FBgn0192031	Dsim\GD20563	GD20563			unmatched
FBgn0192033	Dsim\GD20565	GD20565			unmatched
FBgn0192034	Dsim\GD20566	GD20566			unmatched
FBgn0192035	Dsim\GD20567	GD20567			unmatched
FBgn0192037	Dsim\GD20569	GD20569			unmatched
FBgn0192038	Dsim\GD20570	GD20570			unmatched
FBgn0192039	Dsim\GD20571	GD20571			unmatched
FBgn0192040	Dsim\GD20572	GD20572			unmatched
FBgn0192041	Dsim\GD20573	GD20573			unmatched
FBgn0192042	Dsim\GD20574	GD20574			unmatched
FBgn0192044	Dsim\GD20576	GD20576			unmatched
FBgn0192046	Dsim\GD20579	GD20579			unmatched
FBgn0192047	Dsim\GD20580	GD20580			unmatched
FBgn0192048	Dsim\GD20581	GD20581			unmatched
FBgn0192049	Dsim\GD20582	GD20582			unmatched
FBgn0192050	Dsim\GD20583	GD20583			unmatched
FBgn0192051	Dsim\GD20584	GD20584			unmatched
FBgn0192053	Dsim\GD20586	GD20586			unmatched
FBgn0192054	Dsim\GD20587	GD20587			unmatched
FBgn0192055	Dsim\GD20588	GD20588			unmatched
FBgn0192057	Dsim\GD20590	GD20590			unmatched
FBgn0192058	Dsim\GD20591	GD20591			unmatched
FBgn0192059	Dsim\GD20592	GD20592			unmatched
FBgn0192060	Dsim\GD20593	GD20593			unmatched
FBgn0192061	Dsim\GD20594	GD20594			unmatched
FBgn0192062	Dsim\GD20595	GD20595			unmatched
FBgn0192064	Dsim\GD20597	GD20597			unmatched
FBgn0192066	Dsim\GD20599	GD20599			unmatched
FBgn0192067	Dsim\GD20600	GD20600			unmatched
FBgn0192070	Dsim\GD20603	GD20603			unmatched
FBgn0192071	Dsim\GD20604	GD20604			unmatched
FBgn0192072	Dsim\GD20605	GD20605			unmatched
FBgn0192073	Dsim\GD20606	GD20606			unmatched
FBgn0192074	Dsim\GD20607	GD20607			unmatched
FBgn0192075	Dsim\GD20608	GD20608			unmatched
FBgn0192076	Dsim\GD20609	GD20609			unmatched
FBgn0192077	Dsim\GD20610	GD20610			unmatched
FBgn0192078	Dsim\GD20611	GD20611			unmatched
FBgn0192079	Dsim\GD20612	GD20612			unmatched
FBgn0192080	Dsim\GD20613	GD20613			unmatched
FBgn0192081	Dsim\GD20614	GD20614			unmatched
FBgn0192082	Dsim\GD20615	GD20615			unmatched
FBgn0192083	Dsim\GD20616	GD20616			unmatched
FBgn0192084	Dsim\GD20617	GD20617			unmatched
FBgn0192085	Dsim\GD20618	GD20618			unmatched
FBgn0192086	Dsim\GD20619	GD20619			unmatched
FBgn0192087	Dsim\GD20620	GD20620			unmatched
FBgn0192089	Dsim\GD20623	GD20623			unmatched
FBgn0192090	Dsim\GD20624	GD20624			unmatched
FBgn0192091	Dsim\GD20625	GD20625			unmatched
FBgn0192093	Dsim\GD20627	GD20627			unmatched
FBgn0192094	Dsim\GD20628	GD20628			unmatched
FBgn0192095	Dsim\GD20629	GD20629			unmatched
FBgn0192096	Dsim\GD20630	GD20630			unmatched
FBgn0192099	Dsim\GD20633	GD20633			unmatched
FBgn0192100	Dsim\GD20634	GD20634			unmatched
FBgn0192101	Dsim\GD20635	GD20635			unmatched
FBgn0192103	Dsim\GD20637	GD20637			unmatched
FBgn0192104	Dsim\GD20638	GD20638			unmatched
FBgn0192106	Dsim\GD20640	GD20640			unmatched
FBgn0192107	Dsim\GD20641	GD20641			unmatched
FBgn0192108	Dsim\GD20642	GD20642			unmatched
FBgn0192109	Dsim\GD20643	GD20643			unmatched
FBgn0192110	Dsim\GD20644	GD20644			unmatched
FBgn0192111	Dsim\GD20645	GD20645			unmatched
FBgn0192112	Dsim\GD20646	GD20646			unmatched
FBgn0192113	Dsim\GD20647	GD20647			unmatched
FBgn0192115	Dsim\GD20649	GD20649			unmatched
FBgn0192117	Dsim\GD20651	GD20651			unmatched
FBgn0192118	Dsim\GD20652	GD20652			unmatched
FBgn0192119	Dsim\GD20653	GD20653			unmatched
FBgn0192120	Dsim\GD20654	GD20654			unmatched
FBgn0192121	Dsim\GD20655	GD20655			unmatched
FBgn0192122	Dsim\GD20656	GD20656			unmatched
FBgn0192123	Dsim\GD20657	GD20657			unmatched
FBgn0192124	Dsim\GD20658	GD20658			unmatched
FBgn0192125	Dsim\GD20659	GD20659			unmatched
FBgn0192126	Dsim\GD20660	GD20660			unmatched
FBgn0192127	Dsim\GD20661	GD20661			unmatched
FBgn0192128	Dsim\GD20662	GD20662			unmatched
FBgn0192130	Dsim\GD20664	GD20664			unmatched
FBgn0192131	Dsim\GD20665	GD20665			unmatched
FBgn0192133	Dsim\GD20667	GD20667			unmatched
FBgn0192134	Dsim\GD20668	GD20668			unmatched
FBgn0192136	Dsim\GD20670	GD20670			unmatched
FBgn0192137	Dsim\GD20671	GD20671			unmatched
FBgn0192138	Dsim\GD20672	GD20672			unmatched
FBgn0192139	Dsim\GD20673	GD20673			unmatched
FBgn0192140	Dsim\GD20674	GD20674			unmatched
FBgn0192141	Dsim\GD20675	GD20675			unmatched
FBgn0192142	Dsim\GD20676	GD20676			unmatched
FBgn0192143	Dsim\GD20677	GD20677			unmatched
FBgn0192144	Dsim\GD20678	GD20678			unmatched
FBgn0192145	Dsim\GD20679	GD20679			unmatched
